순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
"235","인문학","라키비움 J 블루","342369912","9791198710468","","제이포럼 외 지음","제이포럼","20240715","19,000","17,100","950점","8025","좋은부모"
"236","인문학","당신이 ADHD라고 해서, ADHD가 당신은 아니다","302318716","9791191658163","03180","김강우 지음","하나의학사","20220930","23,500","23,500","1,170점","6030","인문학"
"237","인문학","이반지하의 공간 침투","343666241","9788936480448","03300","이반지하 지음","창비","20240726","18,000","16,200","900점","4755","에세이"
"238","인문학","사랑은 노동","349749457","9791171178292","03330","모이라 와이글 지음, 김현지 옮김","arte(아르테)","20241014","38,000","34,200","1,900점","3440","사회과학"
"239","인문학","스펙타클의 사회","43763605","9791185136097","03300","기 드보르 지음, 유재홍 옮김","울력","20140714","13,000","11,700","650점","3406","사회과학"
"240","인문학","채근담","288758277","9788937472411","04150","홍자성 지음, 안대회 옮김","민음사","20220211","30,000","27,000","1,500점","3400","인문학"
"241","인문학","마음의 힘이 필요할 때 나는 달린다","348816891","9791192999616","03180","김세희 지음","빌리버튼","20241029","17,000","15,300","850점","2460","인문학"
"242","인문학","남자 구분법","347130532","9791168479548","03300","이드페이퍼 지음","데이원","20241028","12,000","10,800","600점","2420","자기계발"
"243","인문학","라키비움 J 다홍","313964667","9791197525360","04800","제이포럼 외 지음","제이포럼","20230330","19,000","17,100","950점","2322","좋은부모"
"244","인문학","이윤기의 그리스 로마 신화 1","350924171","9788901289878","04210","이윤기 지음","웅진지식하우스","20241030","17,000","15,300","850점","1850","인문학"
"245","인문학","한 번 읽으면 절대 잊을 수 없는 철학 교과서","350992982","9791168622869","03100","네오고등유민 지음, 김정환 옮김","시그마북스","20241105","18,000","16,200","900점","1770","인문학"
"246","인문학","호랑이 깨우기","352721253","9791193081112","03180","피터 A. 레빈 지음, 김아영 옮김","라이팅하우스","20241125","18,500","16,650","920점","840","인문학"
"247","인문학","생각이 너무 많은 어른들을 위한 심리학 (10만 부 기념 스페셜 에디션)","324449360","9791190538602","03180","김혜남 지음","메이븐","20230925","17,800","16,020","890점","18205","인문학"
"248","인문학","만일 나에게 단 한 번의 아침이 남아 있다면","340829913","9791193937112","03190","존 릴런드 지음, 최인하 옮김","북모먼트","20240626","19,800","17,820","990점","11791","인문학"
"249","인문학","아직도 가야 할 길","312824885","9791197894992","03180","M.스캇 펙 지음, 최미양 옮김","율리시즈","20230315","22,000","19,800","1,100점","10966","인문학"
"250","인문학","불안한 완벽주의자를 위한 책","314782464","9791190382991","03180","마이클 투히그.클라리사 옹 지음, 이진 옮김","수오서재","20230412","16,000","14,400","800점","10514","인문학"
"251","인문학","나에겐 상처받을 이유가 없다","319106837","9791158512699","03180","원은수 지음","토네이도","20230703","18,000","16,200","900점","9930","인문학"
"252","인문학","경외심","341597742","9791171712212","03180","대커 켈트너 지음, 이한나 옮김","위즈덤하우스","20240619","23,000","20,700","1,150점","7055","인문학"
"253","인문학","문장강화 (리커버 특별판. 양장)","95235060","9788936473099","03810","이태준 지음, 임형택 해제","창비","20161014","14,000","12,600","700점","5761","소설/시/희곡"
"254","인문학","마음 가면","310405596","9788901268354","03180","브레네 브라운 지음, 안진이 옮김","웅진지식하우스","20230210","18,000","16,200","900점","4835","인문학"
"255","인문학","한 끗 어휘력","347968320","9791164847136","03800","박선주 지음","매일경제신문사","20241009","18,000","16,200","900점","4000","인문학"
"256","인문학","존재와 무","345910183","9788937416392","94160","장 폴 사르트르 지음, 변광배 옮김","민음사","20240830","44,000","39,600","2,200점","3910","인문학"
"257","인문학","진은숙과의 대화","350486200","9788932475271","03670","진은숙 지음, 이희경 엮음","을유문화사","20241025","18,000","16,200","900점","3135","인문학"
"258","인문학","문해력 특강","345726099","9791193865064","03370","정혜승.서수현 지음","노르웨이숲","20240830","18,500","16,650","920점","3050","인문학"
"259","인문학","낯선 이야기는 우리 곁에 있다","345278980","9791194087823","03380","정헌목.황의진 지음","반비","20240816","18,000","16,200","900점","2825","인문학"
"260","인문학","죽을 때 후회하는 스물다섯 가지","333978086","9791171174393","03180","오츠 슈이치 지음, 황소연 옮김","21세기북스","20240214","18,800","16,920","940점","2613","인문학"
"261","인문학","한 번 사는 인생, 어떻게 살아야 하는가","349236669","9791194293170","03160","김종원 지음","마인드셀프","20241007","18,800","16,920","940점","2020","인문학"
"262","인문학","보통의 분노","348767750","9791192641461","03180","김병후 지음","애플북스","20241010","17,800","16,020","890점","1720","인문학"
"263","인문학","ADHD 농경사회의 사냥꾼","350410005","9791193281109","03180","톰 하트만 지음, 백지선 옮김","또다른우주","20241101","18,800","16,920","940점","1220","인문학"
"264","인문학","이단","352421348","9791170831754","04230","G. K. 체스터턴 지음, 전경훈 옮김","복있는사람","20241115","19,000","17,100","950점","990","종교/역학"
"265","인문학","정신분석 사전","352906998","9788932924816","93180","장 라플랑슈.장 베르트랑 퐁탈리스 지음, 다니엘 라가슈 감수, 임진수 옮김","열린책들","20241130","60,000","54,000","3,000점","960","인문학"
"266","인문학","더 나은 결정을 위한 하루 10분 논리 연습","352595838","9791193217795","03320","후카사와 신타로 지음, 한세희 옮김","현익출판","20241119","23,000","20,700","1,150점","630","자기계발"
"267","인문학","당신도 느리게 나이 들 수 있습니다","307204828","9791140702589","03510","정희원 지음","더퀘스트","20230117","17,800","16,020","890점","33452","인문학"
"268","인문학","21세기를 위한 21가지 제언","162341445","9788934982975","03900","유발 하라리 지음, 전병근 옮김","김영사","20180903","22,000","19,800","1,100점","22964","인문학"
"269","인문학","현대 심리치료와 상담 이론","19090062","9788963309262","93180","권석만 지음","학지사","20120830","22,000","21,780","440점","21002","대학교재/전문서적"
"270","인문학","맞춤법에 진심인 편","338195454","9791161729152","43700","차민진(밍찌) 지음, 이혜원 그림","풀빛","20240417","14,500","13,050","720점","15521","청소년"
"271","인문학","군주론","325854813","9791169850476","03160","니콜로 마키아벨리 지음, 최현주 옮김, 김상근 감수","페이지2(page2)","20231016","17,000","15,300","850점","14465","인문학"
"272","인문학","우리는 여전히 삶을 사랑하는가","287847084","9788934949671","03180","에리히 프롬 지음, 라이너 풍크 엮음, 장혜경 옮김","김영사","20220211","15,800","14,220","790점","12612","인문학"
"273","인문학","나는 왜 사랑할수록 불안해질까","314775871","9788960519718","03810","제시카 바움 지음, 최다인 옮김","부키","20230418","18,000","16,200","900점","11269","인문학"
"274","인문학","삶이 당신보다 더 잘 안다","327338251","9791193081037","03180","마이클 A. 싱어 지음, 이균형 옮김","라이팅하우스","20231110","17,500","15,750","520점","10408","인문학"
"275","인문학","책 읽고 글쓰기","235962928","9791164380251","03800","나민애 지음","서울문화사","20200330","13,000","11,700","650점","9179","인문학"
"276","인문학","감정의 문화정치","327824569","9791168730830","03300","사라 아메드 지음, 시우 옮김","오월의봄","20231106","29,800","26,820","1,490점","8782","사회과학"
"277","인문학","나도 아직 나를 모른다","255802483","9788934991298","03180","허지원 지음","김영사","20201109","14,800","13,320","740점","8701","인문학"
"278","인문학","현명한 이타주의자","345741125","9791169850964","03190","슈테판 클라인 지음, 장혜경 옮김","페이지2(page2)","20240916","19,800","17,820","990점","8260","자기계발"
"279","인문학","명리 : 운명을 조율하다","99502083","9788971997901","04150","강헌 지음","돌베개","20161230","20,000","18,000","1,000점","7027","인문학"
"280","인문학","잃어버린 것들의 목록","303289447","9791161111131","03850","유디트 샬란스키 지음, 박경희 옮김","뮤진트리","20221124","23,000","20,700","1,150점","7012","인문학"
"281","인문학","느린 학습자를 위한 문해력","305582262","9788969151322","03370","박찬선 지음","(주)학교도서관저널","20221123","18,000","16,200","900점","6223","사회과학"
"282","인문학","이토록 친밀한 배신자","242725708","9791160946611","03180","마사 스타우트 지음, 이원천 옮김","사계절","20200615","16,800","15,120","840점","6043","인문학"
"283","인문학","자기 자신에게 이르는 것들 (명상록 헬라스어 완역본)","320980890","9788976828316","03190","마르쿠스 아우렐리우스 지음, 김재홍 옮김","그린비","20230731","13,000","11,700","390점","5362","인문학"
"284","인문학","논리는 나의 힘","345347745","9791167552839","03170","최훈 지음","우리학교","20240826","35,000","31,500","1,750점","5085","청소년"
"285","인문학","데이비드 호킨스의 놓아 버림 연습","339942601","9791170523932","03840","데이비드 호킨스 지음, 박찬준 옮김","판미동","20240522","16,000","14,400","800점","4954","인문학"
"286","인문학","뵈뵈를 찾아서","348526066","9791194216025","03230","수전 E. 하일렌 지음, 이길하.이현주 옮김","비아토르","20241001","17,000","15,300","850점","4455","종교/역학"
"287","인문학","당신의 음악 취향은","344765644","9791198123169","03670","수전 로저스.오기 오가스 지음, 장호연 옮김","에포크","20240819","22,000","19,800","1,100점","3710","예술/대중문화"
"288","인문학","수치심의 치유","331484496","9788989171157","03230","존 브래드쇼 지음, 김홍찬.고영주 옮김","한국기독교상담연구원","20231110","15,000","15,000","150점","2770","대학교재/전문서적"
"289","인문학","괘씸한 철학 번역","323797516","9791190844383","93100","코디정 지음","이소노미아","20230915","18,000","16,200","900점","2451","인문학"
"290","인문학","어느 날 내 안의 아이가 정말 괜찮냐고 물었다","350483546","9791171712939","03180","슈테파니 슈탈 지음, 홍지희.오지원 옮김","위즈덤하우스","20241023","19,800","17,820","990점","2355","인문학"
"291","인문학","나도 그림책 작가","348121074","9791193693209","13370","그림책사랑교사모임 지음","학토재","20241005","22,000","19,800","1,100점","2085","사회과학"
"292","인문학","불안을 철학하다","349869779","9791191742237","03100","사미르 초프라 지음, 조민호 옮김","안타레스","20241025","20,000","18,000","1,000점","1695","인문학"
"293","인문학","선생님, 무슨 책 읽어요?","352303870","9791191199543","03800","한국학교도서관협의회.서로이음 기획단 지음","기역(ㄱ)","20241120","16,000","14,400","800점","1420","사회과학"
"294","인문학","부모를 미워해도 괜찮습니다","352549331","9791193506929","03180","가와시마 다카아키 지음, 이정현 옮김","포레스트북스","20241120","18,000","16,200","900점","670","인문학"
"295","인문학","바운더리","352689486","9791172540388","03180","김현 지음","심심","20241129","18,500","16,650","920점","620","인문학"
"296","인문학","당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까 (리커버)","332100971","9791192625553","03100","아르투어 쇼펜하우어 지음, 김욱 옮김","포레스트북스","20230621","17,500","15,750","870점","58745","인문학"
"297","인문학","떨림과 울림","172998958","9788962622508","03400","김상욱 지음","동아시아","20181107","15,000","13,500","750점","25432","과학"
"298","인문학","최재천의 공부","294454038","9788934943457","03100","최재천.안희경 지음","김영사","20220518","16,500","14,850","820점","22805","인문학"
"299","인문학","클루지 (리커버 에디션)","317247589","9788901272085","03180","개리 마커스 지음, 최호영 옮김","갤리온","20230530","18,000","16,200","900점","17255","인문학"
"300","인문학","세계 끝의 버섯","322937278","9788965642855","03300","애나 로웬하웁트 칭 지음, 노고운 옮김","현실문화","20230830","35,000","31,500","1,750점","16699","인문학"
"301","인문학","행복의 정복","535908","9788956025513","03330","버트란트 러셀 지음, 이순희 옮김","사회평론","20050105","9,800","8,820","490점","16224","인문학"
"302","인문학","강신주의 장자수업 1","326154953","9788954799454","04150","강신주 지음","EBS BOOKS","20231020","19,000","17,100","950점","14887","인문학"
"303","인문학","명리 : 운명을 읽다","71890005","9788971997048","03150","강헌 지음","돌베개","20151214","16,000","14,400","800점","12339","인문학"
"304","인문학","명상록","598990","9788991290099","03890","마르쿠스 아우렐리우스 지음, 천병희 옮김","도서출판 숲","20051125","13,000","11,700","650점","11645","인문학"
"305","인문학","오십, 나는 재미있게 살기로 했다","338823649","9791198721815","03180","이서원 지음","나무사이","20240508","17,000","15,300","850점","10276","인문학"
