순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명)
"291","수험서/자격증","2025 네친구 장정훈 경찰승진 실무종합","352364497","9791198897282","13350","장정훈 지음","느루(미래인재컴퍼니)","20241120","22,000","20,900","1,100점","1610","수험서/자격증"
"292","수험서/자격증","2025 IFRS 세무사 재무회계연습","348491906","9791156264903","93320","김기동 지음","샘앤북스","20240930","39,000","39,000","1,950점","1590","수험서/자격증"
"293","수험서/자격증","2025 해커스PSAT 7급+민경채 PSAT 16개년 기출문제집 언어논리","346494592","9791172443092","13320","조은정 지음","해커스PSAT","20240912","27,000","24,300","1,350점","1560","수험서/자격증"
"294","수험서/자격증","2025 에듀윌 고졸 검정고시 5개년 기출문제집","348150223","9791136034120","13370","김지상 외 지음","에듀윌","20250105","28,500","25,650","1,420점","1530","수험서/자격증"
"295","수험서/자격증","2025 박문각 공무원 New Trend 진가영 영어 문법 끝판왕 (문판왕)","351858020","9791172623272","13740","진가영 지음","박문각","20241125","16,000","14,400","800점","1490","수험서/자격증"
"296","수험서/자격증","2025 권규호 초단기 공무원 국어","351207177","9791194399001","13700","권규호 지음","권규호언어연구실","20241104","16,000","14,400","800점","1420","수험서/자격증"
"297","수험서/자격증","2025 에듀윌 위험물산업기사 필기 2주끝장 [이론편+기출문제편]","351008329","9791136034816","13570","최창률 지음","에듀윌","20241101","29,000","26,100","1,450점","1420","수험서/자격증"
"298","수험서/자격증","2025 나합격 환경기능사 필기 + 실기 + 무료특강","346892732","9791193858189","13500","김현우 지음","삼원북스(수험서)","20250105","28,000","25,200","1,400점","1190","수험서/자격증"
"299","수험서/자격증","2025 윤우혁 헌법 기출문제집 - 전2권","352281330","9791169663045","14360","윤우혁 지음","에스티유니타스","20241120","47,000","42,300","470점","880","수험서/자격증"
"300","수험서/자격증","2025 공단기 적중 500제","352774987","9791169663366","13710","이선재 외 지음","에스티유니타스","20241129","20,000","18,000","200점","840","수험서/자격증"
"301","수험서/자격증","2025 이패스 임재기의 공조냉동기계기사 필기 (이론편 + 기출문제편)","352778086","9791172091392","13320","임재기 지음","이패스코리아","20241130","37,000","33,300","1,850점","730","수험서/자격증"
"302","수험서/자격증","2025 단끝 운전면허 필기시험","352431468","9791169874380","13550","도로교통공단 지음","박문각","20250110","12,000","10,800","600점","680","수험서/자격증"
"303","수험서/자격증","2025 해커스 세법엔딩 1 : 부가가치세법·소득세법·상속세 및 증여세법","352637164","9791172443634","13320","원재훈 지음","해커스경영아카데미","20241126","21,000","21,000","630점","630","수험서/자격증"
"304","수험서/자격증","2025 개쉬운 경찰승진 모의고사 경찰실무종합 (5회분)","352565423","9791160493382","13360","멘토링 형사법 연구실 지음","멘토링","20241112","15,000","14,250","750점","610","수험서/자격증"
"305","수험서/자격증","2024 해커스 GSAT 삼성직무적성검사 실전모의고사 10회분","333640947","9788969654625","13320","해커스 GSAT 취업교육연구소 지음","해커스잡","20240213","21,900","19,710","1,090점","11957","수험서/자격증"
"306","수험서/자격증","2025 이동기 영어 하루 프로젝트 : 프로젝트 1. Foundation 어휘강화","341743239","9791169662536","13740","이동기 지음","에스티유니타스","20240708","20,000","18,000","200점","8146","수험서/자격증"
"307","수험서/자격증","메가스터디 초등 한국사 능력 검정시험 기본(4·5·6급)","316572275","9791129710659","","메가스터디 한국사연구회.한유진 지음","메가스터디북스","20230512","18,500","16,650","920점","7652","수험서/자격증"
"308","수험서/자격증","2025 신광은 기본서 형법 각론","337640231","9791192818511","13350","신광은 지음","미래인재","20240415","39,000","35,100","390점","7184","수험서/자격증"
"309","수험서/자격증","2024 재경관리사 세무회계","336014875","9791167842299","13320","삼일회계법인 지음","삼일인포마인","20240315","27,000","24,300","1,350점","6872","수험서/자격증"
"310","수험서/자격증","2025 이유진 국어 독해 알고리즘 딥러닝","340387514","9791167226686","13710","이유진 지음","메가스터디교육(공무원)","20240603","18,000","16,200","180점","5916","수험서/자격증"
"311","수험서/자격증","2024 국가공인 재경관리사 K-IFRS 재무회계","333647318","9791167842121","13320","삼일회계법인 지음","삼일인포마인","20240214","27,000","25,650","1,350점","5683","수험서/자격증"
"312","수험서/자격증","2025 해커스공무원 매일 하프모의고사 국어 1 (9급 공무원)","342149719","9791172441616","13710","해커스 공무원시험연구소 지음","해커스공무원","20240701","16,000","15,200","160점","5438","수험서/자격증"
"313","수험서/자격증","2024 전한길 한능검 필기노트","331239500","9791167226143","13910","전한길 지음","전한길한국사","20240120","15,000","13,500","750점","5406","수험서/자격증"
"314","수험서/자격증","MVP Vol.1","234265909","9788965121121","13740","김영편입 컨텐츠평가연구소 지음","아이비김영(김앤북)","20200228","25,000","22,500","1,250점","4702","수험서/자격증"
"315","수험서/자격증","2025 민준호 독학 행정법 오엑스","342750575","9791190680653","13360","민준호 지음","호인북스","20240716","29,000","26,100","290점","4210","수험서/자격증"
"316","수험서/자격증","2025 조태정 영어 기심론 구문","343000134","9791167227126","13740","조태정 지음","메가스터디교육(공무원)","20240722","22,000","19,800","220점","4204","수험서/자격증"
"317","수험서/자격증","2025 빠꼼이 NCS 기본서 : 직업기초능력평가","340931747","9791194002123","13320","박찬혁 지음","배움","20240610","29,900","26,910","1,490점","4037","수험서/자격증"
"318","수험서/자격증","2025 해커스공무원 영어 구조 독해 007 (9급 공무원)","342625740","9791172442026","13740","해커스 공무원시험연구소 지음","해커스공무원","20240712","17,000","16,150","170점","3484","수험서/자격증"
"319","수험서/자격증","2025 전한길 한국사 개념 회독 모의고사","343996803","9791167931412","13910","전한길 지음","사피엔스넷","20240815","16,000","14,400","160점","2965","수험서/자격증"
"320","수험서/자격증","2025 에듀윌 소방안전관리자 2급 7개년 기출문제집","345450137","9791136033949","13530","손익희 지음","에듀윌","20240823","20,000","18,000","1,000점","2920","수험서/자격증"
"321","수험서/자격증","2025 해커스경찰 갓대환 형사소송법 기출 1000제 세트 (경찰공무원) - 전2권","345846631","9791172443382","14360","김대환 지음","해커스경찰","20240902","60,000","57,000","600점","2915","수험서/자격증"
"322","수험서/자격증","2025 장정훈 경찰학 최신기출문제집","348074886","9791192818481","13350","장정훈 지음","느루(미래인재컴퍼니)","20240927","39,000","37,050","1,950점","2770","수험서/자격증"
"323","수험서/자격증","2024 임용 면접의 MIND","328497454","9791167733566","13370","MIND면접팀 지음","미래가치","20231114","38,000","34,200","1,900점","2578","수험서/자격증"
"324","수험서/자격증","2025 유튜버 챕스랜드 소방안전관리자 1급 찐정리 원샷 이론서","345016377","9791193686560","13370","서채빈 지음","종이향기(인성재단)","20240730","35,000","31,500","1,750점","2230","수험서/자격증"
"325","수험서/자격증","2025 인스TV 핵심 책임근재보험론","349404951","9788966313457","13320","김태윤 지음","고시아카데미(한국금융보험방송)","20241010","31,000","27,900","1,550점","2170","수험서/자격증"
"326","수험서/자격증","KBS 한국어능력시험 기출문제 22","345277374","9788947286824","94710","KBS한국어진흥원 지음","형설출판사","20240906","29,000","29,000","870점","2035","수험서/자격증"
"327","수험서/자격증","2025 오정화 회계학 오진다","345749172","9791167227584","13320","오정화 지음","메가스터디교육(공무원)","20240904","16,000","14,400","160점","1990","수험서/자격증"
"328","수험서/자격증","2025 나합격 산업안전산업기사 필기+무료특강+FINAL 필기시험 문제지 - 전2권","344428451","9791193858127","13500","김현우.허선혜 지음","삼원북스(수험서)","20250105","39,000","35,100","1,950점","1875","수험서/자격증"
"329","수험서/자격증","2025 해커스경찰 박철한 경찰헌법 핵심요약집 (경찰공무원)","351007795","9791172444358","13360","박철한 지음","해커스경찰","20241104","17,000","15,300","850점","1780","수험서/자격증"
"330","수험서/자격증","2025 이학민 토목직 토목설계 - 전3권","347138092","9788966112449","13530","이학민 지음","지안에듀","20240923","43,000","38,700","2,150점","1695","수험서/자격증"
"331","수험서/자격증","2025 에듀윌 공인중개사 2차 기초입문서","347096294","9791136033963","14320","임선정 외 지음","에듀윌","20241008","31,000","27,900","1,550점","1650","수험서/자격증"
"332","수험서/자격증","2025 에듀윌 고졸 검정고시 핵심총정리","345874032","9791136033833","13370","김지상 외 지음","에듀윌","20240830","38,500","34,650","1,920점","1630","수험서/자격증"
"333","수험서/자격증","2025 나합격 위험물산업기사 필기 + 실기 + 무료특강 - 전3권","351229195","9791193858264","13500","나합격 콘텐츠 연구소 지음","삼원북스(수험서)","20250105","43,000","38,700","2,150점","1550","수험서/자격증"
"334","수험서/자격증","2025 에듀윌 7·9급 공무원 단원별 기출 & 예상 문제집 행정법총론","349210219","9791136034038","13350","김용철 지음","에듀윌","20241007","32,000","28,800","1,600점","1455","수험서/자격증"
"335","수험서/자격증","2025 세무사 행정소송법","344410324","9791159734199","13360","정인국 지음","세경","20240807","33,000","31,350","1,650점","1380","수험서/자격증"
"336","수험서/자격증","공인노무사 대비 新민사소송법","346669761","9791193144466","13360","김광수 지음","경연","20240913","38,000","36,100","1,900점","1365","수험서/자격증"
"337","수험서/자격증","2025 박문각 공무원 노범석 한국사 필기노트","351577908","9791172623173","13910","노범석 지음","박문각","20241120","19,000","17,100","950점","1360","수험서/자격증"
"338","수험서/자격증","2025 시대에듀 직업상담사 2급 한권으로 끝내기","349854639","9791138377874","13320","직업상담연구소.이용석 지음","시대에듀(시대고시기획)","20250110","36,000","32,400","1,800점","1335","수험서/자격증"
"339","수험서/자격증","2025 공인노무사 객관식 민법 (신정운)","349684057","9791171101498","13360","신정운 지음","에듀비","20241014","41,000","41,000","1,230점","1260","수험서/자격증"
"340","수험서/자격증","2025 고종훈 한국사 주제별 기출엄선 360제","351600919","9791161012346","13910","고종훈 지음","발해북스","20241030","16,000","14,400","800점","1200","수험서/자격증"
"341","수험서/자격증","2025 공무원 강서연 교육학 기출문제","351975604","9791167734792","13370","강서연 지음","미래가치","20241115","42,000","37,800","2,100점","990","수험서/자격증"
"342","수험서/자격증","2025 reNEWal 화훼장식기능사 필기&실기&미니북 - 전2권","351180302","9788994177526","14520","배철호 지음","수풀미디어","20250225","29,000","27,550","1,450점","960","수험서/자격증"
"343","수험서/자격증","2025 해커스 한국사능력검정시험 2주 합격 심화(1·2·3급) + 빈출주제 TOP 5 요약노트","351642968","9788969655028","13910","해커스 한국사연구소 지음","해커스한국사","20241114","22,000","19,800","1,100점","940","수험서/자격증"
