구분,상품명,ISBN13,저자,출판사,출간일
경제경영,대한민국 땅따먹기,9791187799115.0,서상하 지음,지혜로,20191018
경제경영,100년 후,9788934937081.0,"조지 프리드먼 지음, 손민중 옮김, 이수혁 감수",김영사,20100126
경제경영,배민다움,9791187289081.0,홍성태 지음,북스톤,20161111
경제경영,월급쟁이 재테크 상식사전,9791165218423.0,우용표 지음,길벗,20220210
경제경영,부를 끌어당기는 글쓰기,9788960306271.0,부아c 지음,황금부엉이,20240114
경제경영,마이클 모부신 운과 실력의 성공 방정식,9791188754205.0,"마이클 J. 모부신 지음, 이건.박성진.정채진 옮김, 신진오 감수",에프엔미디어,20190920
경제경영,공무원이여 회계하자,9788962452099.0,"서은희 지음, 최기웅 감수",이비락,20230428
경제경영,내러티브 앤 넘버스,9791157843763.0,"애스워드 다모다란 지음, 조성숙 옮김, 강병욱 감수",한빛비즈,20200520
경제경영,카피책,9788968334252.0,"정철 지음, 손영삼 비주얼",블랙피쉬,20230424
경제경영,나의 첫 금리 공부,9791170430308.0,염상훈 지음,원앤원북스,20191015
경제경영,노후를 위해 집을 이용하라,9788952775801.0,백원기 지음,알키,20160225
경제경영,열정이넘쳐의 돈되는 재건축 재개발 2,9791196630430.0,열정이넘쳐(이정열) 지음,잇콘,20190615
경제경영,실전투자 절대지식,9788991998872.0,김형준 지음,이레미디어,20140225
경제경영,인스파이어드,9791188621484.0,"마티 케이건 지음, 황진수 옮김",제이펍,20181228
경제경영,경제 읽어주는 남자의 15분 경제 특강,9791140704385.0,김광석 지음,더퀘스트,20230515
경제경영,기록의 쓸모 (리커버 특별판),9791187289852.0,이승희 지음,북스톤,20200521
경제경영,그렇게 쓰면 아무도 안 읽습니다,9791155816301.0,전주경 지음,윌북,20230825
경제경영,나의 트레이딩 룸으로 오라!,9788991998292.0,"알렉산더 엘더 지음, 조윤정 옮김",이레미디어,20091025
경제경영,결국엔 오르는 집값의 비밀,9788947549608.0,김준영 지음,한국경제신문,20240627
경제경영,더 골 The Goal (만화판),9791157031559.0,"엘리 골드렛.제프 콕스 원작, 기시라 유지 감수, 아오키 다케오 각색, 아오타 야마 만화,",동양북스(동양문고),20151008
경제경영,다 팔아버리는 백억짜리 카피 대전,9788964945551.0,"오하시 가즈요시 지음, 신찬 옮김",보누스,20220705
경제경영,잘 잃어야 잘 번다,9788967442712.0,"톰 호가드 지음, 정진근 옮김",에디터,20231111
경제경영,초보자를 위한 투자의 정석,9791187444695.0,우석(브라운스톤) 지음,토트,20211029
경제경영,쏘쿨의 수도권 꼬마 아파트 천기누설,9788957821121.0,쏘쿨 지음,국일증권경제연구소,20161114
경제경영,부의 원칙,9791157844487.0,"래리 하이트 지음, 강병욱 감수",한빛비즈,20201005
경제경영,어나더 경제사 1,9791191975116.0,홍기빈 지음,시월,20230701
경제경영,헤르만 지몬의 프라이싱,9788965705246.0,"헤르만 지몬 지음, 서종민 옮김, 유필화 감수",쌤앤파커스,20171013
경제경영,모두의 데이터 분석 with 파이썬,9791160507812.0,송석리.이현아 지음,길벗,20190425
경제경영,바보아저씨의 경제 이야기,9791189040468.0,바보아저씨 지음,바른북스,20180511
경제경영,폴 크루그먼의 경제학의 향연,9788985989169.0,"폴 크루그먼 지음, 김이수.오승훈 옮김",부키,19971110
경제경영,마스터리의 법칙,9788952226792.0,"로버트 그린 지음, 이수경 옮김",살림,20130627
경제경영,60년대생이 온다,9791192904641.0,김경록 지음,비아북,20240315
경제경영,엄마의 10억,9788925576206.0,이지영 지음,알에이치코리아(RHK),20230811
경제경영,나의 꿈 부자 할머니,9791160024081.0,박지수 지음,메이트북스,20230815
경제경영,그로스 해킹,9791158392369.0,양승화 지음,위키북스,20210114
경제경영,"개장 전, 아직 켜지지 않은 모니터 앞에서",9791191328394.0,강민우(돈깡) 지음,이레미디어,20211210
경제경영,마음으로 경영하기,9791198593580.0,김효빈 지음,파이퍼프레스,20240902
경제경영,진보와 빈곤,9791187142867.0,"헨리 조지 지음, 이종인 옮김",현대지성,20190523
경제경영,하루 10분 매일 월급 버는 기적의 매매 공식,9791140707096.0,책전주식 지음,길벗,20231206
경제경영,팀장의 탄생,9791165212681.0,"줄리 주오 지음, 김고명 옮김",더퀘스트,20200914
경제경영,조인트 사고,9791187875093.0,"사토 후미아키.고지마 미키토 지음, 김혜영 옮김",생각지도,20210428
경제경영,하이 아웃풋 매니지먼트,9788935212187.0,"앤드류 그로브 지음, 유정식 옮김",청림출판,20180622
경제경영,찰리 멍거의 말들,9791191484083.0,"데이비드 클라크 해설, 문찬호 옮김",워터베어프레스,20211221
경제경영,미국 배당주 투자,9791193394274.0,"버핏타로 지음, 하루타케 메구미 그림, 김정환 옮김",이레미디어,20240412
경제경영,나폴레온 힐 성공의 법칙 (양장),9788960542891.0,나폴레온 힐.김정수 지음,중앙경제평론사,20220115
경제경영,피터 드러커의 위대한 혁신,9788947525770.0,"피터 드러커 지음, 권영설.전미옥 옮김",한국경제신문,20160321
경제경영,주식 차트 절대비기 300선!,9791196524463.0,이상우 지음,여의도책방,20190614
경제경영,THE NEW 좋아 보이는 것들의 비밀,9791191521092.0,이랑주 지음,지와인,20210830
경제경영,모든 것은 자세에 달려 있다,9788957931851.0,"제프 켈러 지음, 김상미 옮김",아름다운사회,20150514
경제경영,저가 매수의 기술,9791166891144.0,오버솔드 지음,필라멘트북스,20221031
경제경영,훅,9791192143248.0,"니르 이얄 지음, 조자현 옮김",유엑스리뷰,20220518
경제경영,프로덕트 매니지먼트,9791169211130.0,김영욱 지음,한빛미디어,20230608
경제경영,결정적 기회를 만드는 힘,9791162543849.0,"수닐 굽타 지음, 박슬라 옮김",비즈니스북스,20240816
경제경영,일반인을 위한 한국은행의 알기쉬운 경제이야기,9791155385463.0,한국은행 경제교육센터 교육개발 지음,한국은행,20201211
경제경영,파워 The Power,9788952215758.0,"론다 번 지음, 하윤숙 옮김",살림,20110616
경제경영,저축은 답답하지만 투자는 무서운 당신에게,9788925576084.0,서대리 지음,알에이치코리아(RHK),20230831
경제경영,한국의 이공계는 글쓰기가 두렵다,9788989316718.0,임재춘 지음,북코리아,20060310
경제경영,주식투자 절대지식,9788992037860.0,"브렌트 펜폴드 지음, 정진근 옮김",에디터,20110930
경제경영,3시간 공부하고 30년 써먹는 부동산 시장 분석 기법,9788947542586.0,구만수 지음,한국경제신문i,20171010
경제경영,"광고의 8원칙 (실전광고학개론) : 홍보마케터와 광고기획자를 위한 브랜드마케팅, 회사·자기 PR 필수 교재",9791197220500.0,오두환 지음,대한출판사,20201123
경제경영,구글이 목표를 달성하는 방식 OKR,9788947544276.0,"크리스티나 워드케 지음, 박수성 옮김",한국경제신문,20181123
경제경영,부의 골든타임,9791191056174.0,박종훈 지음,인플루엔셜(주),20201026
경제경영,신 차트의 맥,9791167640208.0,민경인 지음,혜지원,20220825
경제경영,장사는 전략이다 RED,9791198184900.0,김유진 지음,도서담,20230219
경제경영,클라우스 슈밥의 제4차 산업혁명 더 넥스트,9791129701701.0,"클라우스 슈밥 지음, 김민주.이엽 옮김",메가스터디북스,20180405
경제경영,부의 속성,9791130621746.0,"롭 무어 지음, 이진원 옮김",다산북스,20240201
경제경영,"지금 다시, 일본 정독",9791192444116.0,이창민 지음,더숲,20220603
경제경영,버크셔 해서웨이의 재탄생,9791188754953.0,"제이컵 맥도너 지음, generalfox(변영진) 옮김, 권용탁 감수",에프엔미디어,20240415
경제경영,부동산 부자가 되는 대출의 비밀,9791164846405.0,이훈규 지음,매일경제신문사,20240215
경제경영,김경필의 오늘은 짠테크 내일은 플렉스,9788934961680.0,김경필 지음,김영사,20220729
경제경영,그로스 해킹 Growth Hacking,9788966189311.0,"라이언 홀리데이 지음, 고영혁 옮김",길벗,20150413
경제경영,내가 춤추면 코끼리도 춤춘다,9788988350935.0,이서윤 지음,이다미디어,20090114
경제경영,업무시간을 반으로 줄이는 AI 활용법,9791193000502.0,이임복 지음,천그루숲,20240720
경제경영,트리거,9791130609386.0,"마셜 골드스미스.마크 라이터 지음, 김준수 옮김",다산북스,20160817
경제경영,자본주의와 자유,9788992492058.0,"밀턴 프리드먼 지음, 심준보 외 옮김",청어람미디어,20070402
경제경영,보보스,9791168476806.0,"데이비드 브룩스 지음, 이가을 옮김",데이원,20231227
경제경영,부자아빠의 돈 공부,9791157689958.0,이용기 지음,동양북스(동양문고),20240124
경제경영,프롬프트 엔지니어링 교과서,9791198240828.0,서승완 지음,애드앤미디어,20230905
경제경영,40일간의 산업일주,9791192229089.0,남혁진 지음,어바웃어북,20220728
경제경영,현명한 투자자의 재무제표 읽는 법,9788996032014.0,"벤저민 그레이엄 외 지음, 최규연 외 옮김, 이민주 해설",부크온(부크홀릭),20090105
고전,데미안 (오리지널 초판본 표지디자인),9791187011590.0,"헤르만 헤세 지음, 이미영 옮김, 김선형",코너스톤,20170101
고전,면도날,9788937462146.0,"서머싯 몸 지음, 안진환 옮김",민음사,20090630
고전,싯다르타,9788937460586.0,"헤르만 헤세 지음, 박병덕 옮김",민음사,20020120
고전,수레바퀴 아래서 (오리지널 초판본 표지디자인),9791187011606.0,"헤르만 헤세 지음, 박지희 옮김, 김선형 해설",코너스톤,20170101
고전,데미안,9788937460449.0,"헤르만 헤세 지음, 전영애 옮김",민음사,20001220
고전,인간 실격,9788937461033.0,"다자이 오사무 지음, 김춘미 옮김",민음사,20040515
고전,이방인,9788937443848.0,"알베르 카뮈 지음, 김화영 옮김",민음사,20190902
고전,1984,9788937460777.0,"조지 오웰 지음, 정회성 옮김",민음사,20030616
고전,브람스를 좋아하세요...,9788937461798.0,"프랑수아즈 사강 지음, 김남주 옮김",민음사,20080502
고전,이집트 상형문자 필사 노트,9791170872566.0,유성환 지음,휴머니스트,20241111
고전,1984 (오리지널 초판본 표지 디자인),9791190669238.0,"조지 오웰 지음, 박유진 옮김, 박경서",코너스톤,20200630
고전,괴테와의 대화 1,9788937461767.0,"요한 페터 에커만 지음, 장희창 옮김",민음사,20080502
고전,동물농장 (오리지널 초판본 표지 디자인),9791190669221.0,"조지 오웰 지음, 이수정 옮김, 박경서 해설",코너스톤,20200630
고전,어린 왕자 (오리지널 초판본),9791190669313.0,"앙투안 드 생텍쥐페리 지음, 김수영 옮김, 변광배 해설",코너스톤,20200922
고전,하루 고전,9788994643991.0,이상민 지음,라이온북스,20230131
고전,설국,9788937460616.0,"가와바타 야스나리 지음, 유숙자 옮김",민음사,20020128
고전,동물농장,9788937460050.0,"조지 오웰 지음, 도정일 옮김",민음사,19980805
고전,오만과 편견,9788937460883.0,제인 오스틴 지음,민음사,20030920
고전,달과 6펜스,9788937460388.0,"서머셋 몸 지음, 송무 옮김",민음사,20000620
고전,멋진 신세계,9788973814725.0,"올더스 헉슬리 지음, 안정효 옮김",(주)태일소담출판사,20150612
고전,노인과 바다,9788937462788.0,"어니스트 헤밍웨이 지음, 김욱동 옮김",민음사,20120102
고전,젊은 베르테르의 슬픔,9788937460258.0,"요한 볼프강 폰 괴테 지음, 박찬기 옮김",민음사,19990320
고전,아름다움에 관하여,9788957339503.0,"플로티누스 지음, 송유레 옮김",아카넷,20241101
고전,자신을 속이지 않는 공부,9788936480592.0,박희병 엮음,창비,20241018
고전,바스커빌가의 사냥개,9788937464485.0,"아서 코난 도일 지음, 박산호 옮김",민음사,20241108
고전,군주론 (무삭제 완역본),9791166817878.0,"니콜로 마키아벨리 지음, 김운찬 옮김",현대지성,20210726
고전,이반 일리치의 죽음,9788937464386.0,"레프 니콜라예비치 톨스토이 지음, 김연경 옮김",민음사,20231208
고전,명상록 (그리스어 원전 완역본),9791187142379.0,"마르쿠스 아우렐리우스 지음, 박문재 옮김",현대지성,20180402
고전,오십에 읽는 손자병법,9791171830114.0,최송목 지음,유노북스,20240228
고전,종의 기원,9791189198862.0,"찰스 로버트 다윈 지음, 장대익 옮김, 최재천 감수, 다윈 포럼 기획",사이언스북스,20190731
고전,자유로부터의 도피,9791160804751.0,"에리히 프롬 지음, 김석희 옮김",휴머니스트,20200907
고전,호밀밭의 파수꾼,9788937460470.0,"J.D. 샐린저 지음, 정영목 옮김",민음사,20230117
고전,카라마조프 가의 형제들 세트 - 전3권,9788937486067.0,"표도르 도스토옙스키 지음, 김연경 옮김",민음사,20121106
고전,어린 왕자,9788932917245.0,"앙투안 드 생텍쥐페리 지음, 황현산 옮김",열린책들,20151020
고전,변신·시골의사,9788937460043.0,"프란츠 카프카 지음, 전영애 옮김",민음사,19980805
고전,죄와 벌 1,9788937462849.0,"표도르 도스토예프스키 지음, 김연경 옮김",민음사,20120330
고전,괴테와의 대화 2,9788937461774.0,"요한 페터 에커만 지음, 장희창 옮김",민음사,20080502
고전,초판본 어린 왕자 (무선),9791164455300.0,"앙투안 드 생텍쥐페리 지음, 김미정 옮김",더스토리,20211004
고전,손자병법,9788958623427.0,"손무 지음, 김원중 옮김",휴머니스트,20201207
고전,초역 논어,9791198999108.0,"야스토미 아유미 지음, 고운기 옮김",레디투다이브,20241113
고전,수레바퀴 아래서,9788937460500.0,"헤르만 헤세 지음, 김이섭 옮김",민음사,20010810
고전,고도를 기다리며,9788937460432.0,"사무엘 베케트 지음, 오증자 옮김",민음사,20001120
고전,사람은 무엇으로 사는가 (러시아 원전 번역본),9791191280630.0,"레프 니콜라예비치 톨스토이 지음, 홍대화 옮김",현대지성,20210205
고전,자유론 (무삭제 완역본),9791187142447.0,"존 스튜어트 밀 지음, 박문재 옮김",현대지성,20180601
고전,침묵의 봄,9788962632729.0,"레이첼 카슨 지음, 김은령 옮김, 홍욱희 감수",에코리브르,20240430
고전,논어 (무삭제 완역본),9791187142591.0,"공자 지음, 소준섭 옮김",현대지성,20181001
고전,체호프 단편선,9788937460708.0,"안톤 파블로비치 체홉 지음, 박현섭 옮김",민음사,20021120
고전,픽션들,9788937462757.0,"호르헤 루이스 보르헤스 지음, 송병선 옮김",민음사,20111021
고전,연인,9788937461446.0,"마르그리트 뒤라스 지음, 김인환 옮김",민음사,20070430
고전,위대한 개츠비,9788937460753.0,"F. 스콧 피츠제럴드 지음, 김욱동 옮김",민음사,20101208
고전,페스트,9788937462672.0,"알베르 카뮈 지음, 김화영 옮김",민음사,20110325
고전,폭풍의 언덕,9788937461187.0,"에밀리 브론테 지음, 김종길 옮김",민음사,20050315
고전,자유론,9791159312236.0,"존 스튜어트 밀 지음, 서병훈 옮김",책세상,20180330
고전,이반 일리치의 죽음,9788936464073.0,"레프 니콜라예비치 톨스토이 지음, 이강은 옮김",창비,20121009
고전,헤겔과 현대 사회,9791166843549.0,"찰스 테일러 지음, 박찬국 옮김",세창출판사(세창미디어),20241125
고전,무진기행,9788937461491.0,김승옥 지음,민음사,20070803
고전,과학혁명의 구조,9788972915546.0,"토머스 S.쿤 지음, 김명자.홍성욱 옮김",까치,20130910
고전,차라투스트라는 이렇게 말했다,9788937460944.0,"프리드리히 니체 지음, 장희창 옮김",민음사,20040102
고전,다섯째 아이,9788937460272.0,"도리스 레싱 지음, 정덕애 옮김",민음사,19990320
고전,포스트맨은 벨을 두번 울린다,9788937461699.0,"제임스 M. 케인 지음, 이만식 옮김",민음사,20080205
고전,사랑할 때와 죽을 때,9788937462467.0,"에리히 마리아 레마르크 지음, 장희창 옮김",민음사,20100430
고전,오즈의 위대한 마법사,9791128890185.0,"L. 프랭크 바움 지음, 윌리엄 W. 덴슬로 그림, 강석주 옮김",지식을만드는지식,20241004
고전,그리스인 조르바,9788932909349.0,니코스 카잔차키스 지음,열린책들,20091220
고전,돈키호테 1,9788932916804.0,"미겔 데 세르반테스 사아베드라 지음, 안영옥 옮김",열린책들,20141115
고전,달콤 쌉싸름한 초콜릿,9788937461088.0,"라우라 에스키벨 지음, 권미선 옮김",민음사,20041020
고전,삶의 한가운데,9788937460289.0,"루이제 린저 지음, 박찬일 옮김",민음사,19990625
고전,부분과 전체,9791187295686.0,"베르너 하이젠베르크 지음, 유영미 옮김, 김재영 감수",서커스(서커스출판상회),20230615
고전,금오신화,9788937462047.0,"김시습 지음, 이지하 옮김",민음사,20090417
고전,변신,9788954600200.0,"프란츠 카프카 지음, 이재황 옮김, 루이스 스카파티 그림",문학동네,20050730
고전,안나 카레니나 세트 - 전3권,9788937486074.0,"레프 니콜라예비치 톨스토이 지음, 연진희 옮김",민음사,20121106
고전,군주론,9791169850476.0,"니콜로 마키아벨리 지음, 최현주 옮김, 김상근 감수",페이지2(page2),20231016
고전,자기만의 방,9788937429040.0,"버지니아 울프 지음, 이미애 옮김, 이민경 추천",민음사,20161125
고전,셰익스피어 4대 비극 세트 : 햄릿.오셀로.맥베스.리어 왕 - 전4권,9788937486111.0,"윌리엄 셰익스피어 지음, 최종철 옮김",민음사,20121106
고전,카타리나 블룸의 잃어버린 명예,9788937461804.0,"하인리히 뵐 지음, 김연수 옮김",민음사,20080530
고전,인간의 굴레에서 1,9788937460111.0,"서머셋 몸 지음, 송무 옮김",민음사,19980930
고전,자기 자신에게 이르는 것들 (명상록 헬라스어 완역본),9788976828316.0,"마르쿠스 아우렐리우스 지음, 김재홍 옮김",그린비,20230731
고전,율리시스 1,9788954696852.0,"제임스 조이스 지음, 이종일 옮김",문학동네,20231208
고전,파리대왕,9788931024036.0,"윌리엄 골딩 지음, 이덕형 옮김",문예출판사,20241115
고전,행복의 정복,9788956025513.0,"버트란트 러셀 지음, 이순희 옮김",사회평론,20050105
고전,신곡 세트 - 전3권,9788937488061.0,"단테 알리기에리 지음, 박상진 옮김, 윌리엄 블레이크 그림",민음사,20130808
고전,명상록,9788991290099.0,"마르쿠스 아우렐리우스 지음, 천병희 옮김",도서출판 숲,20051125
고전,셰익스피어 4대 비극 에디션 세트 - 전4권 (리커버 특별판),9788937416781.0,"윌리엄 셰익스피어 지음, 최종철 옮김",민음사,20211210
고전,신곡,9788932921396.0,"단테 알리기에리 지음, 귀스타브 도레 그림, 김운찬 옮김",열린책들,20220330
고전,나르치스와 골드문트,9788937460661.0,"헤르만 헤세 지음, 임홍배 옮김",민음사,20020730
고전,유리알 유희 1,9788937462733.0,"헤르만 헤세 지음, 이영임 옮김",민음사,20110925
고전,카라마조프가의 형제들 세트 - 전3권,9788954651035.0,"표도르 도스토예프스키 지음, 김희숙 옮김",문학동네,20180430
고전,나만의 필사책 어린 왕자,9791197153327.0,"앙투안 드 생텍쥐페리 지음, 박선주 옮김",마음시선,20210325
고전,인간의 대지,9788952771698.0,"앙투안 드 생텍쥐페리 지음, 김윤진 옮김",시공사,20140627
고전,채근담,9791191805147.0,"홍자성 지음, 김성중 옮김",홍익,20221223
고전,율리시스 2,9788954696869.0,"제임스 조이스 지음, 이종일 옮김",문학동네,20231208
고전,"프랑켄슈타인 (모노 에디션, 알라딘 특별판)",9788932924663.0,"메리 셸리 지음, 오숙은 옮김",열린책들,20240925
고전,"셰익스피어, 인간심리 속 문장의 기억 Shakespeare, Memory of Sentences (양장)",9791186151747.0,"윌리엄 셰익스피어 원작, 박예진 편역",센텐스,20241201
고전,파우스트 1,9788937460210.0,"요한 볼프강 폰 괴테 지음, 정서웅 옮김",민음사,19990320
고전,모비딕 (무삭제 완역본),9791139707137.0,"허먼 멜빌 지음, 레이먼드 비숍 그림, 이종인 옮김",현대지성,20220902
고전,단테의 신곡,9788960304482.0,"단테 알리기에리 지음, 다니구치 에리야 엮음, 양억관 옮김, 구스타브 도레 그림",황금부엉이,20160129
고전,팡세,9788937460838.0,"B. 파스칼 지음, 이환 옮김",민음사,20030825
고전,소크라테스의 변명·크리톤·파이돈·향연 (그리스어 원전 완역본),9791190398039.0,"플라톤 지음, 박문재 옮김",현대지성,20191115
고전,파우스트 (명화 수록 무삭제 완역본),9791139716542.0,"요한 볼프강 폰 괴테 지음, 외젠 들라크루아 그림, 안인희 옮김",현대지성,20240208
고전,보이지 않는 도시들,9788937461385.0,"이탈로 칼비노 지음, 이현경 옮김",민음사,20070225
고전,분노의 포도 1,9788937461743.0,"존 스타인벡 지음, 김승욱 옮김",민음사,20080324
고전,갈매기 / 세 자매 / 바냐 아저씨 / 벚꽃 동산,9788949714905.0,"안톤 파블로비치 체호프 지음, 동완 옮김",동서문화동판(동서문화사),20160909
고전,차라투스트라는 이렇게 말했다,9791197329630.0,"프리드리히 니체 지음, 백승영 옮김",사색의숲,20220425
고전,타오르는 어둠 속에서 / 어느 계단의 이야기,9788932013039.0,"안토니오 부에로 바예호 지음, 김보영 옮김",문학과지성사,20020121
고전,안나 카레니나 1 (모노 에디션),9788932923963.0,"레프 니콜라예비치 톨스토이 지음, 이명현 옮김",열린책들,20240405
고전,광막한 사르가소 바다,9788901288284.0,"진 리스 지음, 윤정길 옮김",웅진지식하우스,20241011
고전,럭턴 유모의 커튼,9788937456923.0,"버지니아 울프 지음, 진청 그림, 이미애 옮김",민음사,20240624
고전,"초판본 데미안 (리커버 한정판, 패브릭 양장)",9791164456338.0,"헤르만 헤세 지음, 이순학 옮김",더스토리,20230315
고전,농담,9788937460296.0,"밀란 쿤데라 지음, 방미경 옮김",민음사,19990320
고전,인생의 베일,9788937461378.0,"서머셋 모옴 지음, 황소연 옮김",민음사,20070202
고전,잃어버린 시간을 찾아서 1,9788937485619.0,"마르셀 프루스트 지음, 김희영 옮김",민음사,20120905
고전,도덕경 (무삭제 완역본),9791187142676.0,"노자 지음, 소준섭 옮김",현대지성,20190102
고전,브론테 자매 스페셜 박스 세트 - 전2권,9788932924410.0,"샬럿 브론테.에밀리 브론테 지음, 이미선 외 옮김",열린책들,20240625
고전,지하로부터의 수기,9788937462399.0,"표도르 도스토예프스키 지음, 김연경 옮김",민음사,20100226
고전,베니스의 상인,9788937462627.0,"윌리엄 셰익스피어 지음, 최종철 옮김",민음사,20101228
고전,분노의 포도 2,9788937461750.0,"존 스타인벡 지음, 김승욱 옮김",민음사,20080324
고전,동물농장,9791157955206.0,"조지 오웰 지음, 신동운 옮김",스타북스,20200408
고전,순수의 시대,9788937461835.0,"이디스 워튼 지음, 송은주 옮김",민음사,20080718
고전,국부론 (국내 유일 단권 완역본),9791139716474.0,"애덤 스미스 지음, 이종인 옮김",현대지성,20240108
고전,도리언 그레이의 초상 1890,9788937429859.0,"오스카 와일드 지음, 임슬애 옮김",민음사,20220429
고전,야성의 부름,9788937426926.0,"잭 런던 지음, 권택영 옮김",민음사,20101022
고전,영혼의 자서전 -상,9788932909523.0,"니코스 카잔차키스 지음, 안정효 옮김",열린책들,20091130
고전,변신,9791197951619.0,"프란츠 카프카 지음, 랭브릿지 옮김",리프레시,20240712
고전,수 - 영원해!,9791197235696.0,"에밀리 디킨슨 지음, 박혜란 옮김",파시클,20241118
고전,초판본 크리스마스 캐럴,9791164453986.0,"찰스 디킨스 지음, 황금진 옮김",더스토리,20201219
고전,평화의 경제적 결과,9791170872757.0,"존 메이너드 케인스 지음, 박만섭 옮김",휴머니스트,20241125
고전,강의,9788971992029.0,신영복 지음,돌베개,20041213
고전,파리대왕,9788937460197.0,"윌리엄 골딩 지음, 유종호 옮김",민음사,20020325
고전,햄릿,9788937460036.0,"윌리엄 세익스피어 지음, 최종철 옮김",민음사,19980805
고전,백년의 고독 1,9788937460340.0,"가브리엘 가르시아 마르케스 지음, 조구호 옮김",민음사,19991004
고전,"이반 데니소비치, 수용소의 하루",9788937460135.0,"알렉산드르 솔제니친 지음, 이영의 옮김",민음사,19980930
고전,구운몽,9788937460722.0,"김만중 지음, 송성욱 옮김",민음사,20030125
고전,네루다의 우편배달부,9788937461040.0,"안토니오 스카르메타 지음, 우석균 옮김",민음사,20040705
고전,오이디푸스 왕,9788937462177.0,"소포클레스 지음, 강대진 옮김",민음사,20090821
고전,한국단편문학선 1,9788937460104.0,"김동인 외 지음, 이남호 엮음",민음사,19980805
고전,비극의 탄생,9788957331071.0,"프리드리히 니체 지음, 박찬국 옮김",아카넷,20070910
고전,코너스톤 셜록 홈즈 전집 세트 - 전9권,9791185546117.0,"아서 코난 도일 지음, 바른번역 옮김, 박광규 감수",코너스톤,20160101
고전,최초의 소설 시누헤 이야기,9791170871514.0,유성환 옮김,휴머니스트,20240520
고전,오만과 편견,9788952777133.0,"제인 오스틴 지음, 고정아 옮김",시공사,20161027
고전,악의 꽃,9791191859607.0,"샤를 피에르 보들레르 지음, 황현산 옮김",난다,20231016
고전,고백록,9788944724084.0,"성 아우구스티누스 지음, 박문재 옮김",CH북스(크리스천다이제스트),20160905
고전,철학의 위안,9791187142430.0,"보에티우스 지음, 박문재 옮김",현대지성,20180601
고전,돈키호테 1,9788952773548.0,"미겔 데 세르반테스 지음, 박철 옮김",시공사,20150529
고전,"카라마조프 씨네 형제들 1 (모노 에디션, 알라딘 특별판)",9788932924632.0,"표도르 도스토옙스키 지음, 이대우 옮김",열린책들,20240925
고전,초판본 변신 (미니북),9791164457946.0,"프란츠 카프카 지음, 한영란 옮김",더스토리,20230831
고전,변신·단식 광대,9791141600709.0,"프란츠 카프카 지음, 이재황 옮김",문학동네,20240524
고전,잃어버린 시간을 찾아서 7~13 세트 - 전7권,9788937456107.0,"마르셀 프루스트 지음, 김희영 옮김",민음사,20221118
고전,안나 카레니나 3 (모노 에디션),9788932923987.0,"레프 니콜라예비치 톨스토이 지음, 이명현 옮김",열린책들,20240405
고전,초판본 자기만의 방 (양장),9791159036569.0,"버지니아 울프 지음, 박혜원 옮김",더스토리,20170730
고전,야간 비행 (초판본 리커버 고급 벨벳 양장본),9791190669610.0,"앙투안 드 생텍쥐페리 지음, 김보희 옮김, 변광배 해설",코너스톤,20240527
고전,캐치-22 1,9788937461866.0,"조지프 헬러 지음, 안정효 옮김",민음사,20211119
고전,"마흔, 노자를 쓰는 시간 : 하루 한 장 비움과 고요함으로 나를 다스리는 노자 필사",9788961474610.0,"헤르메스 엮음, 이용주 감수",이학사,20241004
고전,셰익스피어 글방,9788937456930.0,"어니스트 헤밍웨이 지음, 정다은 그림, 안정효 옮김",민음사,20240624
고전,햄릿,9788974115401.0,"윌리엄 셰익스피어 지음, 강태경 옮김",새문사,20211117
고전,위대한 개츠비 (무선),9788954609173.0,"F. 스콧 피츠제럴드 지음, 김영하 옮김",문학동네,20091215
고전,데미안 (무선),9788954620147.0,"헤르만 헤세 지음, 안인희 옮김",문학동네,20130101
고전,일리아스,9788991290167.0,"호메로스 지음, 천병희 옮김",도서출판 숲,20150620
고전,살아갈 날들을 위한 공부,9788992378093.0,"레프 니콜라예비치 톨스토이 지음, 이상원 옮김",위즈덤하우스,20071030
고전,펠로폰네소스 전쟁사,9788991290402.0,"투퀴디데스 지음, 천병희 옮김",도서출판 숲,20110630
고전,호밀밭의 파수꾼,9788931003529.0,"J. D. 샐린저 지음, 이덕형 옮김",문예출판사,19980810
고전,노인과 바다 (무선),9788954617291.0,"어니스트 헤밍웨이 지음, 이인규 옮김",문학동네,20120120
고전,인형의 집,9788937462481.0,"헨릭 입센 지음, 안미란 옮김",민음사,20100630
고전,맥베스,9788937460999.0,"윌리엄 셰익스피어 지음, 최종철 옮김",민음사,20040315
고전,세일즈맨의 죽음,9788937462184.0,"아서 밀러 지음, 강유나 옮김",민음사,20090831
고전,빨간 머리 앤,9788992632201.0,"루시 M. 몽고메리 지음, 김양미 옮김, 김지혁 그림",인디고(글담),20081010
고전,"천로역정 (완역판, 반양장)",9788944724152.0,"존 번연 지음, 유성덕 옮김, 루이스 레드 형제 그림",CH북스(크리스천다이제스트),20150820
고전,순수이성비판 1,9788957330838.0,"임마누엘 칸트 지음, 백종현 옮김",아카넷,20060625
고전,역사,9788991290266.0,"헤로도토스 지음, 천병희 옮김",도서출판 숲,20090210
고전,일리아스,9788957338568.0,"호메로스 지음, 이준석 옮김",아카넷,20230620
고전,차라투스트라는 이렇게 말했다,9788970132099.0,프리드리히 니체,책세상,20151210
고전,대지,9788931004151.0,"펄 벅 지음, 안정효 옮김",문예출판사,20030501
